"","Accession_number","ED","edge.length","Species","Country","City","Host","Collection.date","lat","lon","extracted_precip","extracted_temp","sum_extracted_values","heterogeneity","Geo_location","num_occurrences","DR"
"108","ON986476.1",0.00477399188065299,0.0034598968856135,"Lyssavirus rabies","USA"," NewLondon,CT","Mephitidae","31/07/2017",41.352752,-71.975551,50.4494018554688,0.575386047363281,13,48191,"USA:  NewLondon,CT",5,209.46830765519
"109","ON986472.1",0.00477399188065299,9.45537252341512e-06,"Lyssavirus rabies","USA"," NewHaven,CT","Procyon lotor","12/12/2019",41.231898,-72.990299,40.1915283203125,0.649325370788574,1,40770,"USA:  NewHaven,CT",9,209.46830765519
"110","ON986447.1",0.00432144634863081,2.86319996742057e-05,"Lyssavirus rabies","USA"," NewLondon,CT","Procyon lotor","19/03/2018",41.352752,-71.975551,50.4494018554688,0.575386047363281,13,48191,"USA:  NewLondon,CT",5,231.404006743445
"111","ON986448.1",0.00432144634863081,7.92734410349225e-05,"Lyssavirus rabies","USA"," NewLondon,CT","Procyon lotor","24/03/2018",41.352752,-71.975551,50.4494018554688,0.575386047363281,13,48191,"USA:  NewLondon,CT",5,231.404006743445
"112","MN418173.1",0.00486711237398645,2.61593493641804e-05,"Lyssavirus rabies","USA"," Plymouth, MA","Procyon lotor","03/01/2018",41.9426657,-70.7618592,73.3526611328125,0.610301494598389,38,42125,"USA:  Plymouth, MA",1,205.460635210471
"113","ON986467.1",0.00348024735989891,4.34468708637534e-05,"Lyssavirus rabies","USA"," NewHaven,CT","Procyon lotor","22/08/2019",41.231898,-72.990299,40.1915283203125,0.649325370788574,1,40770,"USA:  NewHaven,CT",9,287.335897879698
"114","ON986475.1",0.00333378449440353,0.00437105170242482,"Lyssavirus rabies","USA"," Windham,CT","Mephitidae","10/07/2017",41.8208345,-72.0051201,22.4232788085938,0.652423858642578,4,32116,"USA:  Windham,CT",10,299.959400998689
"115","ON986455.1",0.00333378449440353,3.88779483731271e-05,"Lyssavirus rabies","USA"," Tolland,CT","Procyon lotor","12/09/2018",41.818446,-72.3562252,22.0279541015625,0.653730869293213,9,37539,"USA:  Tolland,CT",9,299.959400998689
"116","ON986436.1",0.00372466782867716,0.00433217375405169,"Lyssavirus rabies","USA"," Windham,CT","Procyon lotor","26/06/2017",41.8208345,-72.0051201,22.4232788085938,0.652423858642578,4,32116,"USA:  Windham,CT",10,268.480317171037
"117","ON986481.1",0.00372466782867716,5.56431585129252e-05,"Lyssavirus rabies","USA"," NewHaven,CT","Mephitidae","03/12/2019",41.231898,-72.990299,40.1915283203125,0.649325370788574,1,40770,"USA:  NewHaven,CT",9,268.480317171037
"118","ON986431.1",0.00375093896187039,0.00204668525545937,"Lyssavirus rabies","USA"," Windham,CT","Feliformia","02/09/2019",41.8208345,-72.0051201,22.4232788085938,0.652423858642578,4,32116,"USA:  Windham,CT",10,266.599912759272
"119","ON986482.1",0.00381050284774027,2.43139261372036e-05,"Lyssavirus rabies","USA"," Windham,CT","Marmota monax","30/08/2018",41.8208345,-72.0051201,22.4232788085938,0.652423858642578,4,32116,"USA:  Windham,CT",10,262.432555480972
"120","ON986470.1",0.00434074091077454,0.00220553141394219,"Lyssavirus rabies","USA"," Hartford,CT","Procyon lotor","24/10/2019",41.764582,-72.6908547,22.1953938802083,0.732292175292969,11,39780,"USA:  Hartford,CT",6,230.375417596985
"121","ON986478.1",0.00314570776603857,0.00220553141394219,"Lyssavirus rabies","USA"," Middlesex,CT","Mephitidae","30/05/2019",41.4510811,-72.5528113,46.7876892089844,0.624366760253906,2,35238.75,"USA:  Middlesex,CT",6,317.893483557537
"122","ON986433.1",0.00277411024169284,0.00222984534007939,"Lyssavirus rabies","USA"," Tolland,CT","Procyon lotor","13/03/2017",41.818446,-72.3562252,22.0279541015625,0.653730869293213,9,37539,"USA:  Tolland,CT",9,360.475941067783
"123","OR227628.1",0.00277411024169284,0.00116258616589603,"Lyssavirus rabies","USA"," Hampden,MA","","15/08/2018",42.1285315,-72.6063441,3.2083740234375,0.803980509440104,12,41389,"USA:  Hampden,MA",1,360.475941067783
"124","ON986465.1",0.0034518015067674,2.70522840962457e-05,"Lyssavirus rabies","USA"," NewHaven,CT","Procyon lotor","12/06/2019",41.231898,-72.990299,40.1915283203125,0.649325370788574,1,40770,"USA:  NewHaven,CT",9,289.703796130646
"125","ON986446.1",0.0034518015067674,1.74763708927885e-05,"Lyssavirus rabies","USA"," Litchfield,CT","Procyon lotor","27/02/2018",41.767249,-73.2543049,-12.5452473958333,0.676048596700032,2,30462,"USA:  Litchfield,CT",6,289.703796130646
"126","ON986458.1",0.00424725172412317,2.28352679807605e-05,"Lyssavirus rabies","USA"," Middlesex,CT","Procyon lotor","02/02/2019",41.4510811,-72.5528113,46.7876892089844,0.624366760253906,2,35238.75,"USA:  Middlesex,CT",6,235.446369783144
"127","ON986462.1",0.00439410965645803,0.00304658050667294,"Lyssavirus rabies","USA"," Windham,CT","Procyon lotor","09/05/2019",41.8208345,-72.0051201,22.4232788085938,0.652423858642578,4,32116,"USA:  Windham,CT",10,227.577388409117
"128","ON986469.1",0.00302217064670193,0.00304658050667294,"Lyssavirus rabies","USA"," Windham,CT","Procyon lotor","25/09/2019",41.8208345,-72.0051201,22.4232788085938,0.652423858642578,4,32116,"USA:  Windham,CT",10,330.88799968701
"129","ON986435.1",0.00302217064670193,4.01401985783262e-05,"Lyssavirus rabies","USA"," Tolland,CT","Procyon lotor","09/05/2017",41.818446,-72.3562252,22.0279541015625,0.653730869293213,9,37539,"USA:  Tolland,CT",9,330.88799968701
"130","MN418170.1",0.00268293119774763,0.00302927557607538,"Lyssavirus rabies","USA"," Providence, RI","Felis catus","12/10/2017",41.8239891,-71.4128343,31.6939697265625,0.617737134297689,15,57444,"USA:  Providence, RI",1,372.726665834562
"131","ON986430.1",0.00268293119774763,0.00110281756334152,"Lyssavirus rabies","USA"," Windham,CT","Feliformia","22/10/2018",41.8208345,-72.0051201,22.4232788085938,0.652423858642578,4,32116,"USA:  Windham,CT",10,372.726665834562
"132","MF143228.2",0.0027457161701602,9.26998382894896e-05,"Lyssavirus rabies","Canada"," St. Stephen, Charlotte, NB","Procyon lotor","02/01/2001",45.192671,-67.2759889,22.7894287109375,0.45180368423462,19,29405.5,"Canada:  St. Stephen, Charlotte, NB",9,364.203704253107
"133","MF143234.2",0.0027457161701602,0.00183375817444437,"Lyssavirus rabies","Canada"," Valley Road, Charlotte, NB","Procyon lotor","30/05/2002",45.0641788,-66.7945754,13.6978759765625,0.437613725662232,0,38391,"Canada:  Valley Road, Charlotte, NB",2,364.203704253107
"134","ON986449.1",0.00435031005222351,0.00103875525293645,"Lyssavirus rabies","USA"," Tolland,CT","Procyon lotor","26/03/2018",41.818446,-72.3562252,22.0279541015625,0.653730869293213,9,37539,"USA:  Tolland,CT",9,229.868673265917
"135","ON986442.1",0.00433667658692753,0.000795002921507924,"Lyssavirus rabies","USA"," Tolland,CT","Procyon lotor","10/02/2018",41.818446,-72.3562252,22.0279541015625,0.653730869293213,9,37539,"USA:  Tolland,CT",9,230.591324936334
"136","ON986477.1",0.00329034671258053,3.53300876983491e-06,"Lyssavirus rabies","USA"," Windham,CT","Mephitidae","05/09/2017",41.8208345,-72.0051201,22.4232788085938,0.652423858642578,4,32116,"USA:  Windham,CT",10,303.919339617473
"137","MN418148.1",0.00329034671258053,0.000408854246079301,"Lyssavirus rabies","USA"," Groton, CT","Mephitis mephitis","01/10/2017",41.3501598,-72.0761998,51.06640625,0.580018997192383,20,48191,"USA:  Groton, CT",1,303.919339617473
"138","ON986444.1",0.0047758699320426,0.000382615666658788,"Lyssavirus rabies","USA"," Tolland,CT","Procyon lotor","21/02/2018",41.818446,-72.3562252,22.0279541015625,0.653730869293213,9,37539,"USA:  Tolland,CT",9,209.385936851155
"139","ON986468.1",0.00487661455662433,6.80789396920238e-06,"Lyssavirus rabies","USA"," Windham,CT","Procyon lotor","01/09/2019",41.8208345,-72.0051201,22.4232788085938,0.652423858642578,4,32116,"USA:  Windham,CT",10,205.06029098437
"140","MK540771.1",0.00466663550519839,5.48886120856756e-05,"Lyssavirus rabies","USA"," New York","Procyon lotor","2011",40.7127281,-74.0060152,31.6479328588108,0.676737034443727,13972,34805.5593220339,"USA:  New York",142,214.287145179016
"141","MK540782.1",0.00465682458142774,0.00032091916060391,"Lyssavirus rabies","USA"," New York","Mephitidae","2011",40.7127281,-74.0060152,31.6479328588108,0.676737034443727,13972,34805.5593220339,"USA:  New York",142,214.738601919467
"142","MK540742.1",0.0046006101319349,0.00032091916060391,"Lyssavirus rabies","USA"," New York","Mephitidae","2011",40.7127281,-74.0060152,31.6479328588108,0.676737034443727,13972,34805.5593220339,"USA:  New York",142,217.362473959389
"143","MK540762.1",0.00440396688677417,0.000375807772689586,"Lyssavirus rabies","USA"," New York","Felis catus","2011",40.7127281,-74.0060152,31.6479328588108,0.676737034443727,13972,34805.5593220339,"USA:  New York",142,227.068010661743
"144","MN418162.1",0.00440396688677417,0.00014180350965528,"Lyssavirus rabies","USA"," Hudson, NY","Procyon lotor","16/12/2017",42.2528649,-73.790959,13.1644897460938,0.858268737792969,115,31500.5,"USA:  Hudson, NY",1,227.068010661743
"145","MK540778.1",0.00578395505459523,4.38586860595713e-05,"Lyssavirus rabies","USA"," New York","Procyon lotor","2011",40.7127281,-74.0060152,31.6479328588108,0.676737034443727,13972,34805.5593220339,"USA:  New York",142,172.892076539482
"146","MK540810.1",0.00100600051076486,3.94791830779312e-05,"Lyssavirus rabies","Canada"," Ontario","Procyon lotor","2016",50.000678,-86.000977,-2.35227439913676,0.787388084366852,2244,28045.89,"Canada:  Ontario",212,994.03528059812
"147","MK540852.1",0.00100600051076486,0.000566328533945306,"Lyssavirus rabies","Canada"," Ontario","Procyon lotor","2016",50.000678,-86.000977,-2.35227439913676,0.787388084366852,2244,28045.89,"Canada:  Ontario",212,994.03528059812
"148","MK540864.1",0.000971292473113062,0.000566328533945306,"Lyssavirus rabies","Canada"," Ontario","Procyon lotor","2016",50.000678,-86.000977,-2.35227439913676,0.787388084366852,2244,28045.89,"Canada:  Ontario",212,1029.55600674525
"149","MK540875.1",0.000933950883672813,3.04811824628837e-05,"Lyssavirus rabies","Canada"," Ontario","Procyon lotor","2017",50.000678,-86.000977,-2.35227439913676,0.787388084366852,2244,28045.89,"Canada:  Ontario",212,1070.72011760131
"150","MK540841.1",0.000772170073877512,0.000575326534560354,"Lyssavirus rabies","Canada"," Ontario","Mephitidae","2016",50.000678,-86.000977,-2.35227439913676,0.787388084366852,2244,28045.89,"Canada:  Ontario",212,1295.05148390227
"151","MK540866.1",0.000702444330409363,0.000575326534560354,"Lyssavirus rabies","Canada"," Ontario","Mephitidae","2016",50.000678,-86.000977,-2.35227439913676,0.787388084366852,2244,28045.89,"Canada:  Ontario",212,1423.60035765002
"152","MK540870.1",0.000702444330409363,0.000101865679410003,"Lyssavirus rabies","Canada"," Ontario","Mephitidae","2016",50.000678,-86.000977,-2.35227439913676,0.787388084366852,2244,28045.89,"Canada:  Ontario",212,1423.60035765002
"153","MK540848.1",0.00088304223089038,0.000547800723672806,"Lyssavirus rabies","Canada"," Ontario","Procyon lotor","2016",50.000678,-86.000977,-2.35227439913676,0.787388084366852,2244,28045.89,"Canada:  Ontario",212,1132.4486700842
"154","MK540832.1",0.00088304223089038,0.00011285494422328,"Lyssavirus rabies","Canada"," Ontario","Procyon lotor","2016",50.000678,-86.000977,-2.35227439913676,0.787388084366852,2244,28045.89,"Canada:  Ontario",212,1132.4486700842
"155","MK540881.1",0.000851293791362486,0.000434945779449526,"Lyssavirus rabies","Canada"," Ontario","Mephitidae","2017",50.000678,-86.000977,-2.35227439913676,0.787388084366852,2244,28045.89,"Canada:  Ontario",212,1174.68259506452
"156","MK540833.1",0.00084905803430898,0.000434945779449526,"Lyssavirus rabies","Canada"," Ontario","Mephitidae","2016",50.000678,-86.000977,-2.35227439913676,0.787388084366852,2244,28045.89,"Canada:  Ontario",212,1177.77579339894
"157","MK540855.1",0.000814480512432553,0.00038685880812752,"Lyssavirus rabies","Canada"," Ontario","Procyon lotor","2016",50.000678,-86.000977,-2.35227439913676,0.787388084366852,2244,28045.89,"Canada:  Ontario",212,1227.77645963974
"158","MF143255.2",0.000802755734220236,0.00153959920460634,"Lyssavirus rabies","Canada"," Hamilton, Hamilton, ON","Procyon lotor","04/12/2015",43.1692761,-79.9218018,45.0604858398437,0.420042037963867,12,45453,"Canada:  Hamilton, Hamilton, ON",1,1245.70894653448
"159","MK540869.1",0.000802755734220236,0.00153959920460634,"Lyssavirus rabies","Canada"," Ontario","Procyon lotor","2016",50.000678,-86.000977,-2.35227439913676,0.787388084366852,2244,28045.89,"Canada:  Ontario",212,1245.70894653448
"160","MK540846.1",0.000879108297747259,2.58926393351118e-05,"Lyssavirus rabies","Canada"," Ontario","Procyon lotor","2016",50.000678,-86.000977,-2.35227439913676,0.787388084366852,2244,28045.89,"Canada:  Ontario",212,1137.51627935094
"161","MK540806.1",0.000789528231791267,9.36019071220771e-05,"Lyssavirus rabies","Canada"," Ontario","Procyon lotor","2016",50.000678,-86.000977,-2.35227439913676,0.787388084366852,2244,28045.89,"Canada:  Ontario",212,1266.57915415034
"162","MK540863.1",0.000789528231791267,0.0029673975990893,"Lyssavirus rabies","Canada"," Ontario","Mephitidae","2016",50.000678,-86.000977,-2.35227439913676,0.787388084366852,2244,28045.89,"Canada:  Ontario",212,1266.57915415034
"163","MK540827.1",0.00089073060987128,0.000100634564060969,"Lyssavirus rabies","Canada"," Ontario","Procyon lotor","2016",50.000678,-86.000977,-2.35227439913676,0.787388084366852,2244,28045.89,"Canada:  Ontario",212,1122.67389142999
"164","MK540854.1",0.000874798803561763,0.000114065344762366,"Lyssavirus rabies","Canada"," Ontario","Procyon lotor","2016",50.000678,-86.000977,-2.35227439913676,0.787388084366852,2244,28045.89,"Canada:  Ontario",212,1143.11999048064
"165","MK540804.1",0.000874798803561763,0.00275269769026597,"Lyssavirus rabies","Canada"," Ontario","Procyon lotor","2015",50.000678,-86.000977,-2.35227439913676,0.787388084366852,2244,28045.89,"Canada:  Ontario",212,1143.11999048064
"166","MK540836.1",0.000889459582239708,0.00275269769026597,"Lyssavirus rabies","Canada"," Ontario","Mephitidae","2016",50.000678,-86.000977,-2.35227439913676,0.787388084366852,2244,28045.89,"Canada:  Ontario",212,1124.2781796582
"167","MK540878.1",0.000889459582239708,0.00286676303502833,"Lyssavirus rabies","Canada"," Ontario","Procyon lotor","2017",50.000678,-86.000977,-2.35227439913676,0.787388084366852,2244,28045.89,"Canada:  Ontario",212,1124.2781796582
"168","MK540812.1",0.00091815548779768,8.49739387080673e-05,"Lyssavirus rabies","Canada"," Ontario","Mephitidae","2016",50.000678,-86.000977,-2.35227439913676,0.787388084366852,2244,28045.89,"Canada:  Ontario",212,1089.14014378832
"169","MK540834.1",0.00091056162104075,7.47207170313509e-05,"Lyssavirus rabies","Canada"," Ontario","Procyon lotor","2016",50.000678,-86.000977,-2.35227439913676,0.787388084366852,2244,28045.89,"Canada:  Ontario",212,1098.22331283524
"170","MK540874.1",0.00091056162104075,0.00290130485047196,"Lyssavirus rabies","Canada"," Ontario","Procyon lotor","2017",50.000678,-86.000977,-2.35227439913676,0.787388084366852,2244,28045.89,"Canada:  Ontario",212,1098.22331283524
"171","MK540838.1",0.000870978935728425,0.000798102536673718,"Lyssavirus rabies","Canada"," Ontario","Procyon lotor","2016",50.000678,-86.000977,-2.35227439913676,0.787388084366852,2244,28045.89,"Canada:  Ontario",212,1148.13339218551
"172","MK540831.1",0.000870978935728425,0.00210320231379824,"Lyssavirus rabies","Canada"," Ontario","Procyon lotor","2016",50.000678,-86.000977,-2.35227439913676,0.787388084366852,2244,28045.89,"Canada:  Ontario",212,1148.13339218551
"173","MK540859.1",0.000875705638840249,3.08558408732814e-05,"Lyssavirus rabies","Canada"," Ontario","Procyon lotor","2016",50.000678,-86.000977,-2.35227439913676,0.787388084366852,2244,28045.89,"Canada:  Ontario",212,1141.93623478817
"174","MK540862.1",0.000797604548433115,0.000640552983843588,"Lyssavirus rabies","Canada"," Ontario","Mephitidae","2016",50.000678,-86.000977,-2.35227439913676,0.787388084366852,2244,28045.89,"Canada:  Ontario",212,1253.75413413137
"175","MK540803.1",0.000797604548433115,0.00089214452232721,"Lyssavirus rabies","Canada"," Ontario","Procyon lotor","2015",50.000678,-86.000977,-2.35227439913676,0.787388084366852,2244,28045.89,"Canada:  Ontario",212,1253.75413413137
"176","MK540856.1",0.000841307025635961,0.000539648966754163,"Lyssavirus rabies","Canada"," Ontario","Procyon lotor","2016",50.000678,-86.000977,-2.35227439913676,0.787388084366852,2244,28045.89,"Canada:  Ontario",212,1188.62670764467
"177","MK540825.1",0.000810550295860699,0.000172220182258356,"Lyssavirus rabies","Canada"," Ontario","Procyon lotor","2016",50.000678,-86.000977,-2.35227439913676,0.787388084366852,2244,28045.89,"Canada:  Ontario",212,1233.72973288244
"178","MK540853.1",0.000810550295860699,0.000367428784495808,"Lyssavirus rabies","Canada"," Ontario","Procyon lotor","2016",50.000678,-86.000977,-2.35227439913676,0.787388084366852,2244,28045.89,"Canada:  Ontario",212,1233.72973288244
"179","MK540805.1",0.00081346390930888,0.000367428784495808,"Lyssavirus rabies","Canada"," Ontario","Procyon lotor","2016",50.000678,-86.000977,-2.35227439913676,0.787388084366852,2244,28045.89,"Canada:  Ontario",212,1229.31083795666
"180","MK540821.1",0.000847369143505099,0.000885556121926706,"Lyssavirus rabies","Canada"," Ontario","Mephitidae","2016",50.000678,-86.000977,-2.35227439913676,0.787388084366852,2244,28045.89,"Canada:  Ontario",212,1180.12321744872
"181","MK540824.1",0.000935295283044671,0.000546237367154668,"Lyssavirus rabies","Canada"," Ontario","Mephitidae","2016",50.000678,-86.000977,-2.35227439913676,0.787388084366852,2244,28045.89,"Canada:  Ontario",212,1069.18105771334
"182","MK540798.1",0.00494605721891411,0.000546237367154668,"Lyssavirus rabies","USA"," New York","Procyon lotor","2018",40.7127281,-74.0060152,31.6479328588108,0.676737034443727,13972,34805.5593220339,"USA:  New York",142,202.181243713866
"183","MK540776.1",0.00475927099469967,3.30629588803965e-05,"Lyssavirus rabies","USA"," New York","Urocyon cinereoargenteus","2011",40.7127281,-74.0060152,31.6479328588108,0.676737034443727,13972,34805.5593220339,"USA:  New York",142,210.116213410349
"184","MN418169.1",0.00475927099469967,0.000401705157043033,"Lyssavirus rabies","USA"," Midland Park, NJ","Procyon lotor","26/05/2018",40.9893112,-74.1401008,28.0775756835938,0.730263233184814,65,37622.75,"USA:  Midland Park, NJ",1,210.116213410349
"185","ON986425.1",0.00366632354055342,2.5075301936493e-05,"Lyssavirus rabies","USA"," Hartford,CT","Lynx rufus","16/12/2019",41.764582,-72.6908547,22.1953938802083,0.732292175292969,11,39780,"USA:  Hartford,CT",6,272.752796892838
"186","MK540792.1",0.00329234476166596,0.00106280475581021,"Lyssavirus rabies","USA"," New York","Mephitidae","2011",40.7127281,-74.0060152,31.6479328588108,0.676737034443727,13972,34805.5593220339,"USA:  New York",142,303.734897889002
